"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.585838489E2,-2.784242249E1,3.600713348E1,8.787284851E0
1.586037009E2,-2.816641235E1,3.565030670E1,8.402198792E0
1.586235529E2,-2.894451904E1,3.492234421E1,8.710041046E0
1.586434059E2,-2.901077271E1,3.504471207E1,9.048643112E0
1.586632579E2,-2.962129211E1,3.480446625E1,9.424640656E0
1.586831099E2,-3.031306458E1,3.450743484E1,9.938209534E0
1.587029629E2,-3.069160461E1,3.406958771E1,9.778722763E0
1.587228149E2,-3.114524841E1,3.356301880E1,1.039860916E1
1.587426669E2,-3.152206421E1,3.293505859E1,1.107370949E1
1.587625189E2,-3.243096924E1,3.251173019E1,1.152580643E1
1.587823719E2,-3.299111938E1,3.170364571E1,1.188391876E1
1.588022239E2,-3.335945129E1,3.122704315E1,1.237052155E1
1.588220759E2,-3.395719910E1,3.026019096E1,1.272490120E1
1.588419287E2,-3.467222595E1,2.940431595E1,1.347029877E1
1.588617807E2,-3.510873413E1,2.831108284E1,1.338941383E1
1.588816327E2,-3.579898071E1,2.743024254E1,1.393542290E1
1.589014847E2,-3.603303528E1,2.676692200E1,1.406206703E1
1.589213377E2,-3.686999512E1,2.562613869E1,1.452747345E1
1.589411897E2,-3.749626160E1,2.434951973E1,1.460839272E1
1.589610417E2,-3.869358826E1,2.306028557E1,1.493475151E1
1.589808937E2,-3.915071106E1,2.211959839E1,1.559092903E1
1.590007467E2,-3.968055725E1,2.099826050E1,1.609250450E1
1.590205987E2,-4.015635681E1,1.996142197E1,1.606905365E1
1.590404507E2,-4.067890930E1,1.903839111E1,1.593823624E1
1.590603037E2,-4.105456543E1,1.841337204E1,1.588072205E1
1.590801557E2,-4.139466858E1,1.766103554E1,1.584814835E1
1.591000077E2,-4.132525635E1,1.681143761E1,1.604158211E1
1.591198597E2,-4.167066956E1,1.609138680E1,1.586558533E1
1.591397127E2,-4.214373779E1,1.511246967E1,1.539683533E1
1.591595647E2,-4.222883606E1,1.486749363E1,1.544706345E1
1.591794167E2,-4.239120483E1,1.426021290E1,1.507212067E1
1.591992697E2,-4.238108826E1,1.384004498E1,1.558418465E1
1.592191217E2,-4.260560608E1,1.390487766E1,1.587742996E1
1.592389737E2,-4.241471863E1,1.409611988E1,1.611934853E1
